,Unnamed: 0,0,no_contract,fix_str,langs,tokenized,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
12022,12022,adya,['adya'],adya,id,['adya'],['adya'],['adya'],['adya'],"[('adya', 'NN')]","[('adya', 'n')]",['adya']
12023,12023,erroooorrr,['erroooorrr'],erroooorrr,it,['erroooorrr'],['erroooorrr'],['erroooorrr'],['erroooorrr'],"[('erroooorrr', 'NN')]","[('erroooorrr', 'n')]",['erroooorrr']
12024,12024,musingin,['musingin'],musingin,id,['musingin'],['musingin'],['musingin'],['musingin'],"[('musingin', 'NN')]","[('musingin', 'n')]",['musingin']
12030,12030,alpariji,['alpariji'],alpariji,tr,['alpariji'],['alpariji'],['alpariji'],['alpariji'],"[('alpariji', 'NN')]","[('alpariji', 'n')]",['alpariji']
12031,12031,ringga,['ringga'],ringga,ms,['ringga'],['ringga'],['ringga'],['ringga'],"[('ringga', 'NN')]","[('ringga', 'n')]",['ringga']
12033,12033,yanriasta,['yanriasta'],yanriasta,es,['yanriasta'],['yanriasta'],['yanriasta'],['yanriasta'],"[('yanriasta', 'NN')]","[('yanriasta', 'n')]",['yanriasta']
12034,12034,muaimi,['muaimi'],muaimi,ce,['muaimi'],['muaimi'],['muaimi'],['muaimi'],"[('muaimi', 'NN')]","[('muaimi', 'n')]",['muaimi']
12035,12035,vocernya,['vocernya'],vocernya,it,['vocernya'],['vocernya'],['vocernya'],['vocernya'],"[('vocernya', 'NN')]","[('vocernya', 'n')]",['vocernya']
12036,12036,yq,['yq'],yq,de,['yq'],['yq'],['yq'],['yq'],"[('yq', 'NN')]","[('yq', 'n')]",['yq']
12037,12037,lontonga,['lontonga'],lontonga,sq,['lontonga'],['lontonga'],['lontonga'],['lontonga'],"[('lontonga', 'NN')]","[('lontonga', 'n')]",['lontonga']
12038,12038,doongg,['doongg'],doongg,pt,['doongg'],['doongg'],['doongg'],['doongg'],"[('doongg', 'NN')]","[('doongg', 'n')]",['doongg']
12039,12039,hanter,['hanter'],hanter,de,['hanter'],['hanter'],['hanter'],['hanter'],"[('hanter', 'NN')]","[('hanter', 'n')]",['hanter']
12040,12040,seda,['seda'],seda,et,['seda'],['seda'],['seda'],['seda'],"[('seda', 'NN')]","[('seda', 'n')]",['seda']
12041,12041,cache,['cache'],cache,fr,['cache'],['cache'],['cache'],['cache'],"[('cache', 'NN')]","[('cache', 'n')]",['cache']
12044,12044,zuwa,['zuwa'],zuwa,sw,['zuwa'],['zuwa'],['zuwa'],['zuwa'],"[('zuwa', 'NN')]","[('zuwa', 'n')]",['zuwa']
12045,12045,jullya,['jullya'],jullya,eu,['jullya'],['jullya'],['jullya'],['jullya'],"[('jullya', 'NN')]","[('jullya', 'n')]",['jullya']
12047,12047,rega,['rega'],rega,de,['rega'],['rega'],['rega'],['rega'],"[('rega', 'NN')]","[('rega', 'n')]",['rega']
12049,12049,tinto,['tinto'],tinto,es,['tinto'],['tinto'],['tinto'],['tinto'],"[('tinto', 'NN')]","[('tinto', 'n')]",['tinto']
12050,12050,habisin,['habisin'],habisin,ur,['habisin'],['habisin'],['habisin'],['habisin'],"[('habisin', 'NN')]","[('habisin', 'n')]",['habisin']
12051,12051,kojek,['kojek'],kojek,sr,['kojek'],['kojek'],['kojek'],['kojek'],"[('kojek', 'NN')]","[('kojek', 'n')]",['kojek']
12052,12052,redfil,['redfil'],redfil,es,['redfil'],['redfil'],['redfil'],['redfil'],"[('redfil', 'NN')]","[('redfil', 'n')]",['redfil']
12055,12055,ooppss,['ooppss'],ooppss,no,['ooppss'],['ooppss'],['ooppss'],['ooppss'],"[('ooppss', 'NN')]","[('ooppss', 'n')]",['ooppss']
12056,12056,ayank,['ayank'],ayank,it,['ayank'],['ayank'],['ayank'],['ayank'],"[('ayank', 'NN')]","[('ayank', 'n')]",['ayank']
12057,12057,ongkir,['ongkir'],ongkir,ms,['ongkir'],['ongkir'],['ongkir'],['ongkir'],"[('ongkir', 'NN')]","[('ongkir', 'n')]",['ongkir']
12059,12059,desta,['desta'],desta,pt,['desta'],['desta'],['desta'],['desta'],"[('desta', 'NN')]","[('desta', 'n')]",['desta']
12060,12060,fadya,['fadya'],fadya,br,['fadya'],['fadya'],['fadya'],['fadya'],"[('fadya', 'NN')]","[('fadya', 'n')]",['fadya']
12061,12061,Ê,['Ê'],Ê,pt,['Ê'],['Ê'],['Ê'],['Ê'],"[('Ê', 'NN')]","[('Ê', 'n')]",['Ê']
12062,12062,shelfia,['shelfia'],shelfia,es,['shelfia'],['shelfia'],['shelfia'],['shelfia'],"[('shelfia', 'NN')]","[('shelfia', 'n')]",['shelfia']
12063,12063,marogi,['marogi'],marogi,id,['marogi'],['marogi'],['marogi'],['marogi'],"[('marogi', 'NN')]","[('marogi', 'n')]",['marogi']
12064,12064,inoen,['inoen'],inoen,no,['inoen'],['inoen'],['inoen'],['inoen'],"[('inoen', 'NN')]","[('inoen', 'n')]",['inoen']
12065,12065,rizuan,['rizuan'],rizuan,ms,['rizuan'],['rizuan'],['rizuan'],['rizuan'],"[('rizuan', 'NN')]","[('rizuan', 'n')]",['rizuan']
12067,12067,sssssssm,['sssssssm'],sssssssm,zh,['sssssssm'],['sssssssm'],['sssssssm'],['sssssssm'],"[('sssssssm', 'NN')]","[('sssssssm', 'n')]",['sssssssm']
12068,12068,tolog,['tolog'],tolog,ce,['tolog'],['tolog'],['tolog'],['tolog'],"[('tolog', 'NN')]","[('tolog', 'n')]",['tolog']
12071,12071,ayoalah,['ayoalah'],ayoalah,ms,['ayoalah'],['ayoalah'],['ayoalah'],['ayoalah'],"[('ayoalah', 'NN')]","[('ayoalah', 'n')]",['ayoalah']
12072,12072,zeliano,['zeliano'],zeliano,it,['zeliano'],['zeliano'],['zeliano'],['zeliano'],"[('zeliano', 'NN')]","[('zeliano', 'n')]",['zeliano']
12073,12073,skl,['skl'],skl,hr,['skl'],['skl'],['skl'],['skl'],"[('skl', 'NN')]","[('skl', 'n')]",['skl']
12074,12074,harusny,['harusny'],harusny,id,['harusny'],['harusny'],['harusny'],['harusny'],"[('harusny', 'NN')]","[('harusny', 'n')]",['harusny']
12076,12076,wahhhh,['wahhhh'],wahhhh,hu,['wahhhh'],['wahhhh'],['wahhhh'],['wahhhh'],"[('wahhhh', 'NN')]","[('wahhhh', 'n')]",['wahhhh']
12077,12077,mohn,['mohn'],mohn,de,['mohn'],['mohn'],['mohn'],['mohn'],"[('mohn', 'NN')]","[('mohn', 'n')]",['mohn']
12078,12078,subagio,['subagio'],subagio,ce,['subagio'],['subagio'],['subagio'],['subagio'],"[('subagio', 'NN')]","[('subagio', 'n')]",['subagio']
12079,12079,gusneri,['gusneri'],gusneri,ce,['gusneri'],['gusneri'],['gusneri'],['gusneri'],"[('gusneri', 'NN')]","[('gusneri', 'n')]",['gusneri']
12080,12080,baptista,['baptista'],baptista,it,['baptista'],['baptista'],['baptista'],['baptista'],"[('baptista', 'NN')]","[('baptista', 'n')]",['baptista']
12082,12082,adhol,['adhol'],adhol,id,['adhol'],['adhol'],['adhol'],['adhol'],"[('adhol', 'NN')]","[('adhol', 'n')]",['adhol']
12084,12084,sja,['sja'],sja,pl,['sja'],['sja'],['sja'],['sja'],"[('sja', 'NN')]","[('sja', 'n')]",['sja']
12085,12085,opps,['opps'],opps,no,['opps'],['opps'],['opps'],['opps'],"[('opps', 'NN')]","[('opps', 'n')]",['opps']
12087,12087,hpny,['hpny'],hpny,pl,['hpny'],['hpny'],['hpny'],['hpny'],"[('hpny', 'NN')]","[('hpny', 'n')]",['hpny']
12088,12088,avriani,['avriani'],avriani,fr,['avriani'],['avriani'],['avriani'],['avriani'],"[('avriani', 'NN')]","[('avriani', 'n')]",['avriani']
12089,12089,indriana,['indriana'],indriana,fi,['indriana'],['indriana'],['indriana'],['indriana'],"[('indriana', 'NN')]","[('indriana', 'n')]",['indriana']
12090,12090,dptn,['dptn'],dptn,ru,['dptn'],['dptn'],['dptn'],['dptn'],"[('dptn', 'NN')]","[('dptn', 'n')]",['dptn']
12091,12091,sutaa,['sutaa'],sutaa,fi,['sutaa'],['sutaa'],['sutaa'],['sutaa'],"[('sutaa', 'NN')]","[('sutaa', 'n')]",['sutaa']
12093,12093,kambali,['kambali'],kambali,id,['kambali'],['kambali'],['kambali'],['kambali'],"[('kambali', 'NN')]","[('kambali', 'n')]",['kambali']
12094,12094,belpres,['belpres'],belpres,id,['belpres'],['belpres'],['belpres'],['belpres'],"[('belpres', 'NNS')]","[('belpres', 'n')]",['belpres']
12095,12095,maaanntuuuullll,['maaanntuuuullll'],maaanntuuuullll,fi,['maaanntuuuullll'],['maaanntuuuullll'],['maaanntuuuullll'],['maaanntuuuullll'],"[('maaanntuuuullll', 'NN')]","[('maaanntuuuullll', 'n')]",['maaanntuuuullll']
12097,12097,perna,['perna'],perna,sv,['perna'],['perna'],['perna'],['perna'],"[('perna', 'NN')]","[('perna', 'n')]",['perna']
12103,12103,apkikasi,['apkikasi'],apkikasi,eu,['apkikasi'],['apkikasi'],['apkikasi'],['apkikasi'],"[('apkikasi', 'NN')]","[('apkikasi', 'n')]",['apkikasi']
12104,12104,slokodo,['slokodo'],slokodo,eo,['slokodo'],['slokodo'],['slokodo'],['slokodo'],"[('slokodo', 'NN')]","[('slokodo', 'n')]",['slokodo']
12105,12105,munatep,['munatep'],munatep,ms,['munatep'],['munatep'],['munatep'],['munatep'],"[('munatep', 'NN')]","[('munatep', 'n')]",['munatep']
12106,12106,tagae,['tagae'],tagae,nl,['tagae'],['tagae'],['tagae'],['tagae'],"[('tagae', 'NN')]","[('tagae', 'n')]",['tagae']
12107,12107,noorjannah,['noorjannah'],noorjannah,fi,['noorjannah'],['noorjannah'],['noorjannah'],['noorjannah'],"[('noorjannah', 'NN')]","[('noorjannah', 'n')]",['noorjannah']
12108,12108,oops,['oops'],oops,fi,['oops'],['oops'],['oops'],['oops'],"[('oops', 'NNS')]","[('oops', 'n')]",['oops']
12109,12109,kaito,['kaito'],kaito,fi,['kaito'],['kaito'],['kaito'],['kaito'],"[('kaito', 'NN')]","[('kaito', 'n')]",['kaito']
12110,12110,talo,['talo'],talo,fi,['talo'],['talo'],['talo'],['talo'],"[('talo', 'NN')]","[('talo', 'n')]",['talo']
12111,12111,egii,['egii'],egii,eu,['egii'],['egii'],['egii'],['egii'],"[('egii', 'NN')]","[('egii', 'n')]",['egii']
12112,12112,lncar,['lncar'],lncar,fr,['lncar'],['lncar'],['lncar'],['lncar'],"[('lncar', 'NN')]","[('lncar', 'n')]",['lncar']
12113,12113,zhiaa,['zhiaa'],zhiaa,fi,['zhiaa'],['zhiaa'],['zhiaa'],['zhiaa'],"[('zhiaa', 'NN')]","[('zhiaa', 'n')]",['zhiaa']
12114,12114,zara,['zara'],zara,it,['zara'],['zara'],['zara'],['zara'],"[('zara', 'NN')]","[('zara', 'n')]",['zara']
12116,12116,rastianna,['rastianna'],rastianna,sv,['rastianna'],['rastianna'],['rastianna'],['rastianna'],"[('rastianna', 'NN')]","[('rastianna', 'n')]",['rastianna']
12117,12117,sekrg,['sekrg'],sekrg,pl,['sekrg'],['sekrg'],['sekrg'],['sekrg'],"[('sekrg', 'NN')]","[('sekrg', 'n')]",['sekrg']
12120,12120,amba,['amba'],amba,ca,['amba'],['amba'],['amba'],['amba'],"[('amba', 'NN')]","[('amba', 'n')]",['amba']
12122,12122,sÃ¨karang,['sÃ¨karang'],sÃ¨karang,jv,['sÃ¨karang'],['sÃ¨karang'],['sÃ¨karang'],['sÃ¨karang'],"[('sÃ¨karang', 'NN')]","[('sÃ¨karang', 'n')]",['sÃ¨karang']
12123,12123,syafiya,['syafiya'],syafiya,ta,['syafiya'],['syafiya'],['syafiya'],['syafiya'],"[('syafiya', 'NN')]","[('syafiya', 'n')]",['syafiya']
12124,12124,marhana,['marhana'],marhana,fr,['marhana'],['marhana'],['marhana'],['marhana'],"[('marhana', 'NN')]","[('marhana', 'n')]",['marhana']
12127,12127,mff,['mff'],mff,fr,['mff'],['mff'],['mff'],['mff'],"[('mff', 'NN')]","[('mff', 'n')]",['mff']
12129,12129,khaer,['khaer'],khaer,ro,['khaer'],['khaer'],['khaer'],['khaer'],"[('khaer', 'NN')]","[('khaer', 'n')]",['khaer']
12130,12130,if,['if'],if,ar,['if'],['if'],['if'],[],[],[],[]
12132,12132,bimtang,['bimtang'],bimtang,lv,['bimtang'],['bimtang'],['bimtang'],['bimtang'],"[('bimtang', 'NN')]","[('bimtang', 'n')]",['bimtang']
12133,12133,allqarny,['allqarny'],allqarny,nl,['allqarny'],['allqarny'],['allqarny'],['allqarny'],"[('allqarny', 'NN')]","[('allqarny', 'n')]",['allqarny']
12134,12134,arwenda,['arwenda'],arwenda,de,['arwenda'],['arwenda'],['arwenda'],['arwenda'],"[('arwenda', 'NN')]","[('arwenda', 'n')]",['arwenda']
12135,12135,juergen,['juergen'],juergen,es,['juergen'],['juergen'],['juergen'],['juergen'],"[('juergen', 'NN')]","[('juergen', 'n')]",['juergen']
12136,12136,kekonek,['kekonek'],kekonek,fi,['kekonek'],['kekonek'],['kekonek'],['kekonek'],"[('kekonek', 'NN')]","[('kekonek', 'n')]",['kekonek']
12139,12139,reviewnya,['reviewnya'],reviewnya,pl,['reviewnya'],['reviewnya'],['reviewnya'],['reviewnya'],"[('reviewnya', 'NN')]","[('reviewnya', 'n')]",['reviewnya']
12140,12140,bnyakan,['bnyakan'],bnyakan,id,['bnyakan'],['bnyakan'],['bnyakan'],['bnyakan'],"[('bnyakan', 'NN')]","[('bnyakan', 'n')]",['bnyakan']
12141,12141,rizza,['rizza'],rizza,it,['rizza'],['rizza'],['rizza'],['rizza'],"[('rizza', 'NN')]","[('rizza', 'n')]",['rizza']
12142,12142,bona,['bona'],bona,id,['bona'],['bona'],['bona'],['bona'],"[('bona', 'NN')]","[('bona', 'n')]",['bona']
12143,12143,tiya,['tiya'],tiya,tr,['tiya'],['tiya'],['tiya'],['tiya'],"[('tiya', 'NN')]","[('tiya', 'n')]",['tiya']
12144,12144,conex,['conex'],conex,es,['conex'],['conex'],['conex'],['conex'],"[('conex', 'NN')]","[('conex', 'n')]",['conex']
12145,12145,kaneki,['kaneki'],kaneki,pt,['kaneki'],['kaneki'],['kaneki'],['kaneki'],"[('kaneki', 'NN')]","[('kaneki', 'n')]",['kaneki']
12146,12146,taupik,['taupik'],taupik,ms,['taupik'],['taupik'],['taupik'],['taupik'],"[('taupik', 'NN')]","[('taupik', 'n')]",['taupik']
12149,12149,kamirulloh,['kamirulloh'],kamirulloh,de,['kamirulloh'],['kamirulloh'],['kamirulloh'],['kamirulloh'],"[('kamirulloh', 'NN')]","[('kamirulloh', 'n')]",['kamirulloh']
12150,12150,kaamilatan,['kaamilatan'],kaamilatan,fi,['kaamilatan'],['kaamilatan'],['kaamilatan'],['kaamilatan'],"[('kaamilatan', 'NN')]","[('kaamilatan', 'n')]",['kaamilatan']
12151,12151,com,['com'],com,pt,['com'],['com'],['com'],['com'],"[('com', 'NN')]","[('com', 'n')]",['com']
12153,12153,egidius,['egidius'],egidius,nl,['egidius'],['egidius'],['egidius'],['egidius'],"[('egidius', 'NN')]","[('egidius', 'n')]",['egidius']
12155,12155,qolbu,['qolbu'],qolbu,az,['qolbu'],['qolbu'],['qolbu'],['qolbu'],"[('qolbu', 'NN')]","[('qolbu', 'n')]",['qolbu']
12156,12156,lancarnyaaa,['lancarnyaaa'],lancarnyaaa,id,['lancarnyaaa'],['lancarnyaaa'],['lancarnyaaa'],['lancarnyaaa'],"[('lancarnyaaa', 'NN')]","[('lancarnyaaa', 'n')]",['lancarnyaaa']
12157,12157,toloooooooooonggg,['toloooooooooonggg'],toloooooooooonggg,de,['toloooooooooonggg'],['toloooooooooonggg'],['toloooooooooonggg'],['toloooooooooonggg'],"[('toloooooooooonggg', 'NN')]","[('toloooooooooonggg', 'n')]",['toloooooooooonggg']
12160,12160,hizbul,['hizbul'],hizbul,eu,['hizbul'],['hizbul'],['hizbul'],['hizbul'],"[('hizbul', 'NN')]","[('hizbul', 'n')]",['hizbul']
12162,12162,cilla,['cilla'],cilla,it,['cilla'],['cilla'],['cilla'],['cilla'],"[('cilla', 'NN')]","[('cilla', 'n')]",['cilla']
12163,12163,murika,['murika'],murika,de,['murika'],['murika'],['murika'],['murika'],"[('murika', 'NN')]","[('murika', 'n')]",['murika']
12164,12164,siahaan,['siahaan'],siahaan,nl,['siahaan'],['siahaan'],['siahaan'],['siahaan'],"[('siahaan', 'NN')]","[('siahaan', 'n')]",['siahaan']
12166,12166,hajoe,['hajoe'],hajoe,fr,['hajoe'],['hajoe'],['hajoe'],['hajoe'],"[('hajoe', 'NN')]","[('hajoe', 'n')]",['hajoe']
12167,12167,adurs,['adurs'],adurs,ca,['adurs'],['adurs'],['adurs'],['adurs'],"[('adurs', 'NNS')]","[('adurs', 'n')]",['adurs']
12169,12169,zahirra,['zahirra'],zahirra,gl,['zahirra'],['zahirra'],['zahirra'],['zahirra'],"[('zahirra', 'NN')]","[('zahirra', 'n')]",['zahirra']
12170,12170,nissaa,['nissaa'],nissaa,fi,['nissaa'],['nissaa'],['nissaa'],['nissaa'],"[('nissaa', 'NN')]","[('nissaa', 'n')]",['nissaa']
12173,12173,ramon,['ramon'],ramon,fr,['ramon'],['ramon'],['ramon'],['ramon'],"[('ramon', 'NN')]","[('ramon', 'n')]",['ramon']
12174,12174,ttg,['ttg'],ttg,zh,['ttg'],['ttg'],['ttg'],['ttg'],"[('ttg', 'NN')]","[('ttg', 'n')]",['ttg']
12175,12175,oktadiansyah,['oktadiansyah'],oktadiansyah,id,['oktadiansyah'],['oktadiansyah'],['oktadiansyah'],['oktadiansyah'],"[('oktadiansyah', 'NN')]","[('oktadiansyah', 'n')]",['oktadiansyah']
12177,12177,plurespect,['plurespect'],plurespect,fr,['plurespect'],['plurespect'],['plurespect'],['plurespect'],"[('plurespect', 'NN')]","[('plurespect', 'n')]",['plurespect']
12180,12180,maketin,['maketin'],maketin,de,['maketin'],['maketin'],['maketin'],['maketin'],"[('maketin', 'NN')]","[('maketin', 'n')]",['maketin']
12181,12181,mzuk,['mzuk'],mzuk,nl,['mzuk'],['mzuk'],['mzuk'],['mzuk'],"[('mzuk', 'NN')]","[('mzuk', 'n')]",['mzuk']
12182,12182,yustiah,['yustiah'],yustiah,sv,['yustiah'],['yustiah'],['yustiah'],['yustiah'],"[('yustiah', 'NN')]","[('yustiah', 'n')]",['yustiah']
12183,12183,erin,['erin'],erin,de,['erin'],['erin'],['erin'],['erin'],"[('erin', 'NN')]","[('erin', 'n')]",['erin']
12184,12184,menghargain,['menghargain'],menghargain,id,['menghargain'],['menghargain'],['menghargain'],['menghargain'],"[('menghargain', 'NN')]","[('menghargain', 'n')]",['menghargain']
12185,12185,mbie,['mbie'],mbie,vi,['mbie'],['mbie'],['mbie'],['mbie'],"[('mbie', 'NN')]","[('mbie', 'n')]",['mbie']
12187,12187,runtunuwu,['runtunuwu'],runtunuwu,id,['runtunuwu'],['runtunuwu'],['runtunuwu'],['runtunuwu'],"[('runtunuwu', 'NN')]","[('runtunuwu', 'n')]",['runtunuwu']
12190,12190,batman,['batman'],batman,fr,['batman'],['batman'],['batman'],['batman'],"[('batman', 'NN')]","[('batman', 'n')]",['batman']
12192,12192,asca,['asca'],asca,it,['asca'],['asca'],['asca'],['asca'],"[('asca', 'NN')]","[('asca', 'n')]",['asca']
12193,12193,cui,['cui'],cui,it,['cui'],['cui'],['cui'],['cui'],"[('cui', 'NN')]","[('cui', 'n')]",['cui']
12194,12194,karolina,['karolina'],karolina,eo,['karolina'],['karolina'],['karolina'],['karolina'],"[('karolina', 'NN')]","[('karolina', 'n')]",['karolina']
12196,12196,tete,['tete'],tete,de,['tete'],['tete'],['tete'],['tete'],"[('tete', 'NN')]","[('tete', 'n')]",['tete']
12198,12198,mubaroq,['mubaroq'],mubaroq,uz,['mubaroq'],['mubaroq'],['mubaroq'],['mubaroq'],"[('mubaroq', 'NN')]","[('mubaroq', 'n')]",['mubaroq']
12199,12199,hedeehhh,['hedeehhh'],hedeehhh,nl,['hedeehhh'],['hedeehhh'],['hedeehhh'],['hedeehhh'],"[('hedeehhh', 'NN')]","[('hedeehhh', 'n')]",['hedeehhh']
12200,12200,sulaimana,['sulaimana'],sulaimana,id,['sulaimana'],['sulaimana'],['sulaimana'],['sulaimana'],"[('sulaimana', 'NN')]","[('sulaimana', 'n')]",['sulaimana']
12201,12201,piero,['piero'],piero,es,['piero'],['piero'],['piero'],['piero'],"[('piero', 'NN')]","[('piero', 'n')]",['piero']
12203,12203,setiyono,['setiyono'],setiyono,ce,['setiyono'],['setiyono'],['setiyono'],['setiyono'],"[('setiyono', 'NN')]","[('setiyono', 'n')]",['setiyono']
12204,12204,mooduto,['mooduto'],mooduto,pt,['mooduto'],['mooduto'],['mooduto'],['mooduto'],"[('mooduto', 'NN')]","[('mooduto', 'n')]",['mooduto']
12205,12205,apriani,['apriani'],apriani,it,['apriani'],['apriani'],['apriani'],['apriani'],"[('apriani', 'NN')]","[('apriani', 'n')]",['apriani']
12207,12207,lasandari,['lasandari'],lasandari,it,['lasandari'],['lasandari'],['lasandari'],['lasandari'],"[('lasandari', 'NN')]","[('lasandari', 'n')]",['lasandari']
12208,12208,akusi,['akusi'],akusi,id,['akusi'],['akusi'],['akusi'],['akusi'],"[('akusi', 'NN')]","[('akusi', 'n')]",['akusi']
12209,12209,pros,['pros'],pros,hr,['pros'],['pros'],['pros'],['pros'],"[('pros', 'NNS')]","[('pros', 'n')]",['pro']
12213,12213,heny,['heny'],heny,de,['heny'],['heny'],['heny'],['heny'],"[('heny', 'NN')]","[('heny', 'n')]",['heny']
12214,12214,manarere,['manarere'],manarere,it,['manarere'],['manarere'],['manarere'],['manarere'],"[('manarere', 'RB')]","[('manarere', 'r')]",['manarere']
12215,12215,meresetnya,['meresetnya'],meresetnya,eo,['meresetnya'],['meresetnya'],['meresetnya'],['meresetnya'],"[('meresetnya', 'NN')]","[('meresetnya', 'n')]",['meresetnya']
12216,12216,semart,['semart'],semart,fr,['semart'],['semart'],['semart'],['semart'],"[('semart', 'NN')]","[('semart', 'n')]",['semart']
12217,12217,bintangnye,['bintangnye'],bintangnye,id,['bintangnye'],['bintangnye'],['bintangnye'],['bintangnye'],"[('bintangnye', 'NN')]","[('bintangnye', 'n')]",['bintangnye']
12218,12218,tromkasih,['tromkasih'],tromkasih,ms,['tromkasih'],['tromkasih'],['tromkasih'],['tromkasih'],"[('tromkasih', 'NN')]","[('tromkasih', 'n')]",['tromkasih']
12220,12220,ssss,['ssss'],ssss,de,['ssss'],['ssss'],['ssss'],['ssss'],"[('ssss', 'NN')]","[('ssss', 'n')]",['sss']
12221,12221,munandar,['munandar'],munandar,ms,['munandar'],['munandar'],['munandar'],['munandar'],"[('munandar', 'NN')]","[('munandar', 'n')]",['munandar']
12223,12223,dfc,['dfc'],dfc,hi,['dfc'],['dfc'],['dfc'],['dfc'],"[('dfc', 'NN')]","[('dfc', 'n')]",['dfc']
12224,12224,premiumm,['premiumm'],premiumm,de,['premiumm'],['premiumm'],['premiumm'],['premiumm'],"[('premiumm', 'NN')]","[('premiumm', 'n')]",['premiumm']
12225,12225,telkom,['telkom'],telkom,af,['telkom'],['telkom'],['telkom'],['telkom'],"[('telkom', 'NN')]","[('telkom', 'n')]",['telkom']
12226,12226,arva,['arva'],arva,et,['arva'],['arva'],['arva'],['arva'],"[('arva', 'NN')]","[('arva', 'n')]",['arva']
12227,12227,praditha,['praditha'],praditha,nl,['praditha'],['praditha'],['praditha'],['praditha'],"[('praditha', 'NN')]","[('praditha', 'n')]",['praditha']
12228,12228,gag,['gag'],gag,fr,['gag'],['gag'],['gag'],['gag'],"[('gag', 'NN')]","[('gag', 'n')]",['gag']
12229,12229,holil,['holil'],holil,hu,['holil'],['holil'],['holil'],['holil'],"[('holil', 'NN')]","[('holil', 'n')]",['holil']
12230,12230,dzul,['dzul'],dzul,fr,['dzul'],['dzul'],['dzul'],['dzul'],"[('dzul', 'NN')]","[('dzul', 'n')]",['dzul']
12231,12231,kry,['kry'],kry,af,['kry'],['kry'],['kry'],['kry'],"[('kry', 'NN')]","[('kry', 'n')]",['kry']
12233,12233,fikriansyah,['fikriansyah'],fikriansyah,id,['fikriansyah'],['fikriansyah'],['fikriansyah'],['fikriansyah'],"[('fikriansyah', 'NN')]","[('fikriansyah', 'n')]",['fikriansyah']
12234,12234,tratas,['tratas'],tratas,es,['tratas'],['tratas'],['tratas'],['tratas'],"[('tratas', 'NNS')]","[('tratas', 'n')]",['tratas']
12235,12235,kelwatan,['kelwatan'],kelwatan,hu,['kelwatan'],['kelwatan'],['kelwatan'],['kelwatan'],"[('kelwatan', 'NN')]","[('kelwatan', 'n')]",['kelwatan']
12237,12237,voy,['voy'],voy,es,['voy'],['voy'],['voy'],['voy'],"[('voy', 'NN')]","[('voy', 'n')]",['voy']
12238,12238,ieu,['ieu'],ieu,fr,['ieu'],['ieu'],['ieu'],['ieu'],"[('ieu', 'NN')]","[('ieu', 'n')]",['ieu']
12239,12239,memey,['memey'],memey,ms,['memey'],['memey'],['memey'],['memey'],"[('memey', 'NN')]","[('memey', 'n')]",['memey']
12244,12244,rika,['rika'],rika,it,['rika'],['rika'],['rika'],['rika'],"[('rika', 'NN')]","[('rika', 'n')]",['rika']
12245,12245,maba,['maba'],maba,wa,['maba'],['maba'],['maba'],['maba'],"[('maba', 'NN')]","[('maba', 'n')]",['maba']
12247,12247,faticha,['faticha'],faticha,it,['faticha'],['faticha'],['faticha'],['faticha'],"[('faticha', 'NN')]","[('faticha', 'n')]",['faticha']
12248,12248,gelekkkkkk,['gelekkkkkk'],gelekkkkkk,no,['gelekkkkkk'],['gelekkkkkk'],['gelekkkkkk'],['gelekkkkkk'],"[('gelekkkkkk', 'NN')]","[('gelekkkkkk', 'n')]",['gelekkkkkk']
12250,12250,ngefreze,['ngefreze'],ngefreze,pl,['ngefreze'],['ngefreze'],['ngefreze'],['ngefreze'],"[('ngefreze', 'NN')]","[('ngefreze', 'n')]",['ngefreze']
12251,12251,herma,['herma'],herma,es,['herma'],['herma'],['herma'],['herma'],"[('herma', 'NN')]","[('herma', 'n')]",['herma']
12252,12252,miminnya,['miminnya'],miminnya,id,['miminnya'],['miminnya'],['miminnya'],['miminnya'],"[('miminnya', 'NN')]","[('miminnya', 'n')]",['miminnya']
12253,12253,yaasin,['yaasin'],yaasin,fi,['yaasin'],['yaasin'],['yaasin'],['yaasin'],"[('yaasin', 'NN')]","[('yaasin', 'n')]",['yaasin']
12255,12255,dkit,['dkit'],dkit,sk,['dkit'],['dkit'],['dkit'],['dkit'],"[('dkit', 'NN')]","[('dkit', 'n')]",['dkit']
12256,12256,woii,['woii'],woii,ru,['woii'],['woii'],['woii'],['woii'],"[('woii', 'NN')]","[('woii', 'n')]",['woii']
12262,12262,mohtar,['mohtar'],mohtar,fi,['mohtar'],['mohtar'],['mohtar'],['mohtar'],"[('mohtar', 'NN')]","[('mohtar', 'n')]",['mohtar']
12264,12264,sukirno,['sukirno'],sukirno,ce,['sukirno'],['sukirno'],['sukirno'],['sukirno'],"[('sukirno', 'NN')]","[('sukirno', 'n')]",['sukirno']
12266,12266,kannn,['kannn'],kannn,de,['kannn'],['kannn'],['kannn'],['kannn'],"[('kannn', 'NN')]","[('kannn', 'n')]",['kannn']
12268,12268,nolita,['nolita'],nolita,ru,['nolita'],['nolita'],['nolita'],['nolita'],"[('nolita', 'NNS')]","[('nolita', 'n')]",['nolita']
12269,12269,goud,['goud'],goud,nl,['goud'],['goud'],['goud'],['goud'],"[('goud', 'NN')]","[('goud', 'n')]",['goud']
