,Unnamed: 0,0,no_contract,fix_str,langs,tokenized,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
14285,14285,mebuat,['mebuat'],mebuat,id,['mebuat'],['mebuat'],['mebuat'],['mebuat'],"[('mebuat', 'NN')]","[('mebuat', 'n')]",['mebuat']
14290,14290,alifriansyah,['alifriansyah'],alifriansyah,id,['alifriansyah'],['alifriansyah'],['alifriansyah'],['alifriansyah'],"[('alifriansyah', 'NN')]","[('alifriansyah', 'n')]",['alifriansyah']
14296,14296,vcrnya,['vcrnya'],vcrnya,id,['vcrnya'],['vcrnya'],['vcrnya'],['vcrnya'],"[('vcrnya', 'NN')]","[('vcrnya', 'n')]",['vcrnya']
14305,14305,ashshilah,['ashshilah'],ashshilah,id,['ashshilah'],['ashshilah'],['ashshilah'],['ashshilah'],"[('ashshilah', 'NN')]","[('ashshilah', 'n')]",['ashshilah']
14322,14322,chairmannya,['chairmannya'],chairmannya,id,['chairmannya'],['chairmannya'],['chairmannya'],['chairmannya'],"[('chairmannya', 'NN')]","[('chairmannya', 'n')]",['chairmannya']
14338,14338,mesangat,['mesangat'],mesangat,id,['mesangat'],['mesangat'],['mesangat'],['mesangat'],"[('mesangat', 'NN')]","[('mesangat', 'n')]",['mesangat']
14355,14355,emiliasari,['emiliasari'],emiliasari,id,['emiliasari'],['emiliasari'],['emiliasari'],['emiliasari'],"[('emiliasari', 'NN')]","[('emiliasari', 'n')]",['emiliasari']
14364,14364,gtvnya,['gtvnya'],gtvnya,id,['gtvnya'],['gtvnya'],['gtvnya'],['gtvnya'],"[('gtvnya', 'NN')]","[('gtvnya', 'n')]",['gtvnya']
14375,14375,mencobax,['mencobax'],mencobax,id,['mencobax'],['mencobax'],['mencobax'],['mencobax'],"[('mencobax', 'NN')]","[('mencobax', 'n')]",['mencobax']
14379,14379,turki,['turki'],turki,id,['turki'],['turki'],['turki'],['turki'],"[('turki', 'NN')]","[('turki', 'n')]",['turki']
14381,14381,afi,['afi'],afi,id,['afi'],['afi'],['afi'],['afi'],"[('afi', 'NN')]","[('afi', 'n')]",['afi']
14400,14400,halimansyah,['halimansyah'],halimansyah,id,['halimansyah'],['halimansyah'],['halimansyah'],['halimansyah'],"[('halimansyah', 'NN')]","[('halimansyah', 'n')]",['halimansyah']
14407,14407,tvmu,['tvmu'],tvmu,id,['tvmu'],['tvmu'],['tvmu'],['tvmu'],"[('tvmu', 'NN')]","[('tvmu', 'n')]",['tvmu']
14414,14414,labumbung,['labumbung'],labumbung,id,['labumbung'],['labumbung'],['labumbung'],['labumbung'],"[('labumbung', 'NN')]","[('labumbung', 'n')]",['labumbung']
14428,14428,fadhlurahman,['fadhlurahman'],fadhlurahman,id,['fadhlurahman'],['fadhlurahman'],['fadhlurahman'],['fadhlurahman'],"[('fadhlurahman', 'NN')]","[('fadhlurahman', 'n')]",['fadhlurahman']
14474,14474,tidakbisa,['tidakbisa'],tidakbisa,id,['tidakbisa'],['tidakbisa'],['tidakbisa'],['tidakbisa'],"[('tidakbisa', 'NN')]","[('tidakbisa', 'n')]",['tidakbisa']
14477,14477,jdwal,['jdwal'],jdwal,id,['jdwal'],['jdwal'],['jdwal'],['jdwal'],"[('jdwal', 'NN')]","[('jdwal', 'n')]",['jdwal']
14494,14494,utar,['utar'],utar,id,['utar'],['utar'],['utar'],['utar'],"[('utar', 'NN')]","[('utar', 'n')]",['utar']
14497,14497,ahyar,['ahyar'],ahyar,id,['ahyar'],['ahyar'],['ahyar'],['ahyar'],"[('ahyar', 'NN')]","[('ahyar', 'n')]",['ahyar']
14514,14514,kemeren,['kemeren'],kemeren,id,['kemeren'],['kemeren'],['kemeren'],['kemeren'],"[('kemeren', 'NNS')]","[('kemeren', 'n')]",['kemeren']
14518,14518,syahri,['syahri'],syahri,id,['syahri'],['syahri'],['syahri'],['syahri'],"[('syahri', 'NN')]","[('syahri', 'n')]",['syahri']
14530,14530,sbnarnya,['sbnarnya'],sbnarnya,id,['sbnarnya'],['sbnarnya'],['sbnarnya'],['sbnarnya'],"[('sbnarnya', 'NN')]","[('sbnarnya', 'n')]",['sbnarnya']
14573,14573,mnctvnya,['mnctvnya'],mnctvnya,id,['mnctvnya'],['mnctvnya'],['mnctvnya'],['mnctvnya'],"[('mnctvnya', 'NN')]","[('mnctvnya', 'n')]",['mnctvnya']
14602,14602,satengah,['satengah'],satengah,id,['satengah'],['satengah'],['satengah'],['satengah'],"[('satengah', 'NN')]","[('satengah', 'n')]",['satengah']
14617,14617,lilik,['lilik'],lilik,id,['lilik'],['lilik'],['lilik'],['lilik'],"[('lilik', 'NN')]","[('lilik', 'n')]",['lilik']
14620,14620,ccnya,['ccnya'],ccnya,id,['ccnya'],['ccnya'],['ccnya'],['ccnya'],"[('ccnya', 'NN')]","[('ccnya', 'n')]",['ccnya']
14628,14628,shingga,['shingga'],shingga,id,['shingga'],['shingga'],['shingga'],['shingga'],"[('shingga', 'NN')]","[('shingga', 'n')]",['shingga']
14631,14631,streamingan,['streamingan'],streamingan,id,['streamingan'],['streamingan'],['streamingan'],['streamingan'],"[('streamingan', 'NN')]","[('streamingan', 'n')]",['streamingan']
14654,14654,binggowww,['binggowww'],binggowww,id,['binggowww'],['binggowww'],['binggowww'],['binggowww'],"[('binggowww', 'NN')]","[('binggowww', 'n')]",['binggowww']
14660,14660,penjelassan,['penjelassan'],penjelassan,id,['penjelassan'],['penjelassan'],['penjelassan'],['penjelassan'],"[('penjelassan', 'NN')]","[('penjelassan', 'n')]",['penjelassan']
14667,14667,proyesikan,['proyesikan'],proyesikan,id,['proyesikan'],['proyesikan'],['proyesikan'],['proyesikan'],"[('proyesikan', 'NN')]","[('proyesikan', 'n')]",['proyesikan']
14673,14673,hidupin,['hidupin'],hidupin,id,['hidupin'],['hidupin'],['hidupin'],['hidupin'],"[('hidupin', 'NN')]","[('hidupin', 'n')]",['hidupin']
14675,14675,armadi,['armadi'],armadi,id,['armadi'],['armadi'],['armadi'],['armadi'],"[('armadi', 'NN')]","[('armadi', 'n')]",['armadi']
14681,14681,passwordnya,['passwordnya'],passwordnya,id,['passwordnya'],['passwordnya'],['passwordnya'],['passwordnya'],"[('passwordnya', 'NN')]","[('passwordnya', 'n')]",['passwordnya']
14692,14692,nurtasyah,['nurtasyah'],nurtasyah,id,['nurtasyah'],['nurtasyah'],['nurtasyah'],['nurtasyah'],"[('nurtasyah', 'NN')]","[('nurtasyah', 'n')]",['nurtasyah']
14724,14724,kesayanganya,['kesayanganya'],kesayanganya,id,['kesayanganya'],['kesayanganya'],['kesayanganya'],['kesayanganya'],"[('kesayanganya', 'NN')]","[('kesayanganya', 'n')]",['kesayanganya']
14732,14732,linggar,['linggar'],linggar,id,['linggar'],['linggar'],['linggar'],['linggar'],"[('linggar', 'NN')]","[('linggar', 'n')]",['linggar']
14761,14761,medapat,['medapat'],medapat,id,['medapat'],['medapat'],['medapat'],['medapat'],"[('medapat', 'NN')]","[('medapat', 'n')]",['medapat']
14778,14778,bufferingaja,['bufferingaja'],bufferingaja,id,['bufferingaja'],['bufferingaja'],['bufferingaja'],['bufferingaja'],"[('bufferingaja', 'NN')]","[('bufferingaja', 'n')]",['bufferingaja']
14787,14787,memiry,['memiry'],memiry,id,['memiry'],['memiry'],['memiry'],['memiry'],"[('memiry', 'NN')]","[('memiry', 'n')]",['memiry']
14795,14795,apkkucinggg,['apkkucinggg'],apkkucinggg,id,['apkkucinggg'],['apkkucinggg'],['apkkucinggg'],['apkkucinggg'],"[('apkkucinggg', 'NN')]","[('apkkucinggg', 'n')]",['apkkucinggg']
14808,14808,klewatan,['klewatan'],klewatan,id,['klewatan'],['klewatan'],['klewatan'],['klewatan'],"[('klewatan', 'NN')]","[('klewatan', 'n')]",['klewatan']
14832,14832,novitasari,['novitasari'],novitasari,id,['novitasari'],['novitasari'],['novitasari'],['novitasari'],"[('novitasari', 'NN')]","[('novitasari', 'n')]",['novitasari']
14866,14866,gmailnya,['gmailnya'],gmailnya,id,['gmailnya'],['gmailnya'],['gmailnya'],['gmailnya'],"[('gmailnya', 'NN')]","[('gmailnya', 'n')]",['gmailnya']
14871,14871,stbnya,['stbnya'],stbnya,id,['stbnya'],['stbnya'],['stbnya'],['stbnya'],"[('stbnya', 'NN')]","[('stbnya', 'n')]",['stbnya']
14875,14875,pramujatisudibyo,['pramujatisudibyo'],pramujatisudibyo,id,['pramujatisudibyo'],['pramujatisudibyo'],['pramujatisudibyo'],['pramujatisudibyo'],"[('pramujatisudibyo', 'NN')]","[('pramujatisudibyo', 'n')]",['pramujatisudibyo']
14882,14882,ernawan,['ernawan'],ernawan,id,['ernawan'],['ernawan'],['ernawan'],['ernawan'],"[('ernawan', 'NN')]","[('ernawan', 'n')]",['ernawan']
14889,14889,iswan,['iswan'],iswan,id,['iswan'],['iswan'],['iswan'],['iswan'],"[('iswan', 'NN')]","[('iswan', 'n')]",['iswan']
14894,14894,andana,['andana'],andana,id,['andana'],['andana'],['andana'],['andana'],"[('andana', 'NN')]","[('andana', 'n')]",['andana']
14905,14905,jakarta,['jakarta'],jakarta,id,['jakarta'],['jakarta'],['jakarta'],['jakarta'],"[('jakarta', 'NN')]","[('jakarta', 'n')]",['jakarta']
14927,14927,pajetnya,['pajetnya'],pajetnya,id,['pajetnya'],['pajetnya'],['pajetnya'],['pajetnya'],"[('pajetnya', 'NN')]","[('pajetnya', 'n')]",['pajetnya']
14951,14951,tunjungseto,['tunjungseto'],tunjungseto,id,['tunjungseto'],['tunjungseto'],['tunjungseto'],['tunjungseto'],"[('tunjungseto', 'NN')]","[('tunjungseto', 'n')]",['tunjungseto']
14976,14976,shaufiah,['shaufiah'],shaufiah,id,['shaufiah'],['shaufiah'],['shaufiah'],['shaufiah'],"[('shaufiah', 'NN')]","[('shaufiah', 'n')]",['shaufiah']
14982,14982,disidoarjo,['disidoarjo'],disidoarjo,id,['disidoarjo'],['disidoarjo'],['disidoarjo'],['disidoarjo'],"[('disidoarjo', 'NN')]","[('disidoarjo', 'n')]",['disidoarjo']
14983,14983,mendapatkanya,['mendapatkanya'],mendapatkanya,id,['mendapatkanya'],['mendapatkanya'],['mendapatkanya'],['mendapatkanya'],"[('mendapatkanya', 'NN')]","[('mendapatkanya', 'n')]",['mendapatkanya']
14997,14997,bukanye,['bukanye'],bukanye,id,['bukanye'],['bukanye'],['bukanye'],['bukanye'],"[('bukanye', 'NN')]","[('bukanye', 'n')]",['bukanye']
15001,15001,termia,['termia'],termia,id,['termia'],['termia'],['termia'],['termia'],"[('termia', 'NN')]","[('termia', 'n')]",['termia']
15011,15011,penjelasanx,['penjelasanx'],penjelasanx,id,['penjelasanx'],['penjelasanx'],['penjelasanx'],['penjelasanx'],"[('penjelasanx', 'NN')]","[('penjelasanx', 'n')]",['penjelasanx']
15016,15016,prmbohongan,['prmbohongan'],prmbohongan,id,['prmbohongan'],['prmbohongan'],['prmbohongan'],['prmbohongan'],"[('prmbohongan', 'NN')]","[('prmbohongan', 'n')]",['prmbohongan']
15018,15018,setiyawan,['setiyawan'],setiyawan,id,['setiyawan'],['setiyawan'],['setiyawan'],['setiyawan'],"[('setiyawan', 'NN')]","[('setiyawan', 'n')]",['setiyawan']
15022,15022,mulinya,['mulinya'],mulinya,id,['mulinya'],['mulinya'],['mulinya'],['mulinya'],"[('mulinya', 'NN')]","[('mulinya', 'n')]",['mulinya']
15028,15028,aliysyah,['aliysyah'],aliysyah,id,['aliysyah'],['aliysyah'],['aliysyah'],['aliysyah'],"[('aliysyah', 'NN')]","[('aliysyah', 'n')]",['aliysyah']
15052,15052,zaizai,['zaizai'],zaizai,id,['zaizai'],['zaizai'],['zaizai'],['zaizai'],"[('zaizai', 'NN')]","[('zaizai', 'n')]",['zaizai']
15058,15058,malasari,['malasari'],malasari,id,['malasari'],['malasari'],['malasari'],['malasari'],"[('malasari', 'NN')]","[('malasari', 'n')]",['malasari']
15060,15060,bestlah,['bestlah'],bestlah,id,['bestlah'],['bestlah'],['bestlah'],['bestlah'],"[('bestlah', 'NN')]","[('bestlah', 'n')]",['bestlah']
15071,15071,keringgalan,['keringgalan'],keringgalan,id,['keringgalan'],['keringgalan'],['keringgalan'],['keringgalan'],"[('keringgalan', 'NN')]","[('keringgalan', 'n')]",['keringgalan']
15074,15074,hutari,['hutari'],hutari,id,['hutari'],['hutari'],['hutari'],['hutari'],"[('hutari', 'NN')]","[('hutari', 'n')]",['hutari']
15077,15077,irawati,['irawati'],irawati,id,['irawati'],['irawati'],['irawati'],['irawati'],"[('irawati', 'NN')]","[('irawati', 'n')]",['irawati']
15083,15083,arisyah,['arisyah'],arisyah,id,['arisyah'],['arisyah'],['arisyah'],['arisyah'],"[('arisyah', 'NN')]","[('arisyah', 'n')]",['arisyah']
15087,15087,tnggal,['tnggal'],tnggal,id,['tnggal'],['tnggal'],['tnggal'],['tnggal'],"[('tnggal', 'NN')]","[('tnggal', 'n')]",['tnggal']
15092,15092,ngomongnya,['ngomongnya'],ngomongnya,id,['ngomongnya'],['ngomongnya'],['ngomongnya'],['ngomongnya'],"[('ngomongnya', 'NN')]","[('ngomongnya', 'n')]",['ngomongnya']
15095,15095,ayuwandari,['ayuwandari'],ayuwandari,id,['ayuwandari'],['ayuwandari'],['ayuwandari'],['ayuwandari'],"[('ayuwandari', 'NN')]","[('ayuwandari', 'n')]",['ayuwandari']
15107,15107,nyempatkan,['nyempatkan'],nyempatkan,id,['nyempatkan'],['nyempatkan'],['nyempatkan'],['nyempatkan'],"[('nyempatkan', 'NN')]","[('nyempatkan', 'n')]",['nyempatkan']
15143,15143,matir,['matir'],matir,id,['matir'],['matir'],['matir'],['matir'],"[('matir', 'NN')]","[('matir', 'n')]",['matir']
15154,15154,wahyula,['wahyula'],wahyula,id,['wahyula'],['wahyula'],['wahyula'],['wahyula'],"[('wahyula', 'NN')]","[('wahyula', 'n')]",['wahyula']
15159,15159,usmanpaci,['usmanpaci'],usmanpaci,id,['usmanpaci'],['usmanpaci'],['usmanpaci'],['usmanpaci'],"[('usmanpaci', 'NN')]","[('usmanpaci', 'n')]",['usmanpaci']
15173,15173,dimantara,['dimantara'],dimantara,id,['dimantara'],['dimantara'],['dimantara'],['dimantara'],"[('dimantara', 'NN')]","[('dimantara', 'n')]",['dimantara']
15176,15176,asianya,['asianya'],asianya,id,['asianya'],['asianya'],['asianya'],['asianya'],"[('asianya', 'NN')]","[('asianya', 'n')]",['asianya']
15220,15220,dllil,['dllil'],dllil,id,['dllil'],['dllil'],['dllil'],['dllil'],"[('dllil', 'NN')]","[('dllil', 'n')]",['dllil']
15225,15225,smp,['smp'],smp,id,['smp'],['smp'],['smp'],['smp'],"[('smp', 'NN')]","[('smp', 'n')]",['smp']
15261,15261,aisha,['aisha'],aisha,id,['aisha'],['aisha'],['aisha'],['aisha'],"[('aisha', 'NN')]","[('aisha', 'n')]",['aisha']
15274,15274,nipakai,['nipakai'],nipakai,id,['nipakai'],['nipakai'],['nipakai'],['nipakai'],"[('nipakai', 'NN')]","[('nipakai', 'n')]",['nipakai']
15305,15305,auntuk,['auntuk'],auntuk,id,['auntuk'],['auntuk'],['auntuk'],['auntuk'],"[('auntuk', 'NN')]","[('auntuk', 'n')]",['auntuk']
15361,15361,sumpahh,['sumpahh'],sumpahh,id,['sumpahh'],['sumpahh'],['sumpahh'],['sumpahh'],"[('sumpahh', 'NN')]","[('sumpahh', 'n')]",['sumpahh']
15368,15368,kanyadewi,['kanyadewi'],kanyadewi,id,['kanyadewi'],['kanyadewi'],['kanyadewi'],['kanyadewi'],"[('kanyadewi', 'NN')]","[('kanyadewi', 'n')]",['kanyadewi']
15383,15383,didikp,['didikp'],didikp,id,['didikp'],['didikp'],['didikp'],['didikp'],"[('didikp', 'NN')]","[('didikp', 'n')]",['didikp']
15402,15402,egak,['egak'],egak,id,['egak'],['egak'],['egak'],['egak'],"[('egak', 'NN')]","[('egak', 'n')]",['egak']
15430,15430,ujangporan,['ujangporan'],ujangporan,id,['ujangporan'],['ujangporan'],['ujangporan'],['ujangporan'],"[('ujangporan', 'NN')]","[('ujangporan', 'n')]",['ujangporan']
15448,15448,agussafrizal,['agussafrizal'],agussafrizal,id,['agussafrizal'],['agussafrizal'],['agussafrizal'],['agussafrizal'],"[('agussafrizal', 'NN')]","[('agussafrizal', 'n')]",['agussafrizal']
15450,15450,hpnya,['hpnya'],hpnya,id,['hpnya'],['hpnya'],['hpnya'],['hpnya'],"[('hpnya', 'NN')]","[('hpnya', 'n')]",['hpnya']
15477,15477,digimanakan,['digimanakan'],digimanakan,id,['digimanakan'],['digimanakan'],['digimanakan'],['digimanakan'],"[('digimanakan', 'NN')]","[('digimanakan', 'n')]",['digimanakan']
15483,15483,bisanang,['bisanang'],bisanang,id,['bisanang'],['bisanang'],['bisanang'],['bisanang'],"[('bisanang', 'NN')]","[('bisanang', 'n')]",['bisanang']
15490,15490,pau,['pau'],pau,id,['pau'],['pau'],['pau'],['pau'],"[('pau', 'NN')]","[('pau', 'n')]",['pau']
15525,15525,eropanya,['eropanya'],eropanya,id,['eropanya'],['eropanya'],['eropanya'],['eropanya'],"[('eropanya', 'NN')]","[('eropanya', 'n')]",['eropanya']
15531,15531,sbetulnya,['sbetulnya'],sbetulnya,id,['sbetulnya'],['sbetulnya'],['sbetulnya'],['sbetulnya'],"[('sbetulnya', 'NN')]","[('sbetulnya', 'n')]",['sbetulnya']
15541,15541,syahmidun,['syahmidun'],syahmidun,id,['syahmidun'],['syahmidun'],['syahmidun'],['syahmidun'],"[('syahmidun', 'NN')]","[('syahmidun', 'n')]",['syahmidun']
15553,15553,bukaknyeni,['bukaknyeni'],bukaknyeni,id,['bukaknyeni'],['bukaknyeni'],['bukaknyeni'],['bukaknyeni'],"[('bukaknyeni', 'NN')]","[('bukaknyeni', 'n')]",['bukaknyeni']
15580,15580,dulukan,['dulukan'],dulukan,id,['dulukan'],['dulukan'],['dulukan'],['dulukan'],"[('dulukan', 'NN')]","[('dulukan', 'n')]",['dulukan']
15593,15593,enang,['enang'],enang,id,['enang'],['enang'],['enang'],['enang'],"[('enang', 'NN')]","[('enang', 'n')]",['enang']
15598,15598,jepara,['jepara'],jepara,id,['jepara'],['jepara'],['jepara'],['jepara'],"[('jepara', 'NN')]","[('jepara', 'n')]",['jepara']
15626,15626,hpmu,['hpmu'],hpmu,id,['hpmu'],['hpmu'],['hpmu'],['hpmu'],"[('hpmu', 'NN')]","[('hpmu', 'n')]",['hpmu']
15627,15627,tayangankan,['tayangankan'],tayangankan,id,['tayangankan'],['tayangankan'],['tayangankan'],['tayangankan'],"[('tayangankan', 'NN')]","[('tayangankan', 'n')]",['tayangankan']
15639,15639,sutik,['sutik'],sutik,id,['sutik'],['sutik'],['sutik'],['sutik'],"[('sutik', 'NN')]","[('sutik', 'n')]",['sutik']
15643,15643,sutriadi,['sutriadi'],sutriadi,id,['sutriadi'],['sutriadi'],['sutriadi'],['sutriadi'],"[('sutriadi', 'NN')]","[('sutriadi', 'n')]",['sutriadi']
15657,15657,lesyah,['lesyah'],lesyah,id,['lesyah'],['lesyah'],['lesyah'],['lesyah'],"[('lesyah', 'NN')]","[('lesyah', 'n')]",['lesyah']
15658,15658,pertanggungjawaban,['pertanggungjawaban'],pertanggungjawaban,id,['pertanggungjawaban'],['pertanggungjawaban'],['pertanggungjawaban'],['pertanggungjawaban'],"[('pertanggungjawaban', 'NN')]","[('pertanggungjawaban', 'n')]",['pertanggungjawaban']
15661,15661,diumumin,['diumumin'],diumumin,id,['diumumin'],['diumumin'],['diumumin'],['diumumin'],"[('diumumin', 'NN')]","[('diumumin', 'n')]",['diumumin']
15665,15665,itum,['itum'],itum,id,['itum'],['itum'],['itum'],['itum'],"[('itum', 'NN')]","[('itum', 'n')]",['itum']
15668,15668,alasanya,['alasanya'],alasanya,id,['alasanya'],['alasanya'],['alasanya'],['alasanya'],"[('alasanya', 'NN')]","[('alasanya', 'n')]",['alasanya']
15669,15669,ribetnya,['ribetnya'],ribetnya,id,['ribetnya'],['ribetnya'],['ribetnya'],['ribetnya'],"[('ribetnya', 'NN')]","[('ribetnya', 'n')]",['ribetnya']
15685,15685,pungky,['pungky'],pungky,id,['pungky'],['pungky'],['pungky'],['pungky'],"[('pungky', 'NN')]","[('pungky', 'n')]",['pungky']
15693,15693,peng,['peng'],peng,id,['peng'],['peng'],['peng'],['peng'],"[('peng', 'NN')]","[('peng', 'n')]",['peng']
15716,15716,plnggannya,['plnggannya'],plnggannya,id,['plnggannya'],['plnggannya'],['plnggannya'],['plnggannya'],"[('plnggannya', 'NN')]","[('plnggannya', 'n')]",['plnggannya']
15723,15723,menag,['menag'],menag,id,['menag'],['menag'],['menag'],['menag'],"[('menag', 'NN')]","[('menag', 'n')]",['menag']
15731,15731,padahl,['padahl'],padahl,id,['padahl'],['padahl'],['padahl'],['padahl'],"[('padahl', 'NN')]","[('padahl', 'n')]",['padahl']
15747,15747,fiturnya,['fiturnya'],fiturnya,id,['fiturnya'],['fiturnya'],['fiturnya'],['fiturnya'],"[('fiturnya', 'NN')]","[('fiturnya', 'n')]",['fiturnya']
15758,15758,apllikasi,['apllikasi'],apllikasi,id,['apllikasi'],['apllikasi'],['apllikasi'],['apllikasi'],"[('apllikasi', 'NN')]","[('apllikasi', 'n')]",['apllikasi']
15784,15784,jatu,['jatu'],jatu,id,['jatu'],['jatu'],['jatu'],['jatu'],"[('jatu', 'NN')]","[('jatu', 'n')]",['jatu']
15799,15799,terputa,['terputa'],terputa,id,['terputa'],['terputa'],['terputa'],['terputa'],"[('terputa', 'NN')]","[('terputa', 'n')]",['terputa']
15809,15809,nomernya,['nomernya'],nomernya,id,['nomernya'],['nomernya'],['nomernya'],['nomernya'],"[('nomernya', 'NN')]","[('nomernya', 'n')]",['nomernya']
15816,15816,alwiyah,['alwiyah'],alwiyah,id,['alwiyah'],['alwiyah'],['alwiyah'],['alwiyah'],"[('alwiyah', 'NN')]","[('alwiyah', 'n')]",['alwiyah']
15824,15824,slalu,['slalu'],slalu,id,['slalu'],['slalu'],['slalu'],['slalu'],"[('slalu', 'NN')]","[('slalu', 'n')]",['slalu']
15827,15827,zaputra,['zaputra'],zaputra,id,['zaputra'],['zaputra'],['zaputra'],['zaputra'],"[('zaputra', 'NN')]","[('zaputra', 'n')]",['zaputra']
15837,15837,salurran,['salurran'],salurran,id,['salurran'],['salurran'],['salurran'],['salurran'],"[('salurran', 'NN')]","[('salurran', 'n')]",['salurran']
15844,15844,bisadi,['bisadi'],bisadi,id,['bisadi'],['bisadi'],['bisadi'],['bisadi'],"[('bisadi', 'NN')]","[('bisadi', 'n')]",['bisadi']
15858,15858,fauziahh,['fauziahh'],fauziahh,id,['fauziahh'],['fauziahh'],['fauziahh'],['fauziahh'],"[('fauziahh', 'NN')]","[('fauziahh', 'n')]",['fauziahh']
15873,15873,persib,['persib'],persib,id,['persib'],['persib'],['persib'],['persib'],"[('persib', 'NN')]","[('persib', 'n')]",['persib']
15886,15886,aplikasinyah,['aplikasinyah'],aplikasinyah,id,['aplikasinyah'],['aplikasinyah'],['aplikasinyah'],['aplikasinyah'],"[('aplikasinyah', 'NN')]","[('aplikasinyah', 'n')]",['aplikasinyah']
15894,15894,susahh,['susahh'],susahh,id,['susahh'],['susahh'],['susahh'],['susahh'],"[('susahh', 'NN')]","[('susahh', 'n')]",['susahh']
15895,15895,kebnyakan,['kebnyakan'],kebnyakan,id,['kebnyakan'],['kebnyakan'],['kebnyakan'],['kebnyakan'],"[('kebnyakan', 'NN')]","[('kebnyakan', 'n')]",['kebnyakan']
15899,15899,menyusahka,['menyusahka'],menyusahka,id,['menyusahka'],['menyusahka'],['menyusahka'],['menyusahka'],"[('menyusahka', 'NN')]","[('menyusahka', 'n')]",['menyusahka']
15906,15906,solihin,['solihin'],solihin,id,['solihin'],['solihin'],['solihin'],['solihin'],"[('solihin', 'NN')]","[('solihin', 'n')]",['solihin']
15912,15912,labangka,['labangka'],labangka,id,['labangka'],['labangka'],['labangka'],['labangka'],"[('labangka', 'NN')]","[('labangka', 'n')]",['labangka']
15921,15921,syamsuryansyah,['syamsuryansyah'],syamsuryansyah,id,['syamsuryansyah'],['syamsuryansyah'],['syamsuryansyah'],['syamsuryansyah'],"[('syamsuryansyah', 'NN')]","[('syamsuryansyah', 'n')]",['syamsuryansyah']
15928,15928,anggraini,['anggraini'],anggraini,id,['anggraini'],['anggraini'],['anggraini'],['anggraini'],"[('anggraini', 'NN')]","[('anggraini', 'n')]",['anggraini']
15931,15931,bundanyafatih,['bundanyafatih'],bundanyafatih,id,['bundanyafatih'],['bundanyafatih'],['bundanyafatih'],['bundanyafatih'],"[('bundanyafatih', 'NN')]","[('bundanyafatih', 'n')]",['bundanyafatih']
15938,15938,permasalahanya,['permasalahanya'],permasalahanya,id,['permasalahanya'],['permasalahanya'],['permasalahanya'],['permasalahanya'],"[('permasalahanya', 'NN')]","[('permasalahanya', 'n')]",['permasalahanya']
15947,15947,mengundunya,['mengundunya'],mengundunya,id,['mengundunya'],['mengundunya'],['mengundunya'],['mengundunya'],"[('mengundunya', 'NN')]","[('mengundunya', 'n')]",['mengundunya']
15972,15972,joemhawan,['joemhawan'],joemhawan,id,['joemhawan'],['joemhawan'],['joemhawan'],['joemhawan'],"[('joemhawan', 'NN')]","[('joemhawan', 'n')]",['joemhawan']
16002,16002,emagznya,['emagznya'],emagznya,id,['emagznya'],['emagznya'],['emagznya'],['emagznya'],"[('emagznya', 'NN')]","[('emagznya', 'n')]",['emagznya']
16009,16009,setianingsih,['setianingsih'],setianingsih,id,['setianingsih'],['setianingsih'],['setianingsih'],['setianingsih'],"[('setianingsih', 'NN')]","[('setianingsih', 'n')]",['setianingsih']
16013,16013,mengecewain,['mengecewain'],mengecewain,id,['mengecewain'],['mengecewain'],['mengecewain'],['mengecewain'],"[('mengecewain', 'NN')]","[('mengecewain', 'n')]",['mengecewain']
16014,16014,minggi,['minggi'],minggi,id,['minggi'],['minggi'],['minggi'],['minggi'],"[('minggi', 'NN')]","[('minggi', 'n')]",['minggi']
16018,16018,darmawansa,['darmawansa'],darmawansa,id,['darmawansa'],['darmawansa'],['darmawansa'],['darmawansa'],"[('darmawansa', 'NN')]","[('darmawansa', 'n')]",['darmawansa']
16019,16019,wili,['wili'],wili,id,['wili'],['wili'],['wili'],['wili'],"[('wili', 'NN')]","[('wili', 'n')]",['wili']
16030,16030,karawang,['karawang'],karawang,id,['karawang'],['karawang'],['karawang'],['karawang'],"[('karawang', 'NN')]","[('karawang', 'n')]",['karawang']
16047,16047,ubtuk,['ubtuk'],ubtuk,id,['ubtuk'],['ubtuk'],['ubtuk'],['ubtuk'],"[('ubtuk', 'NN')]","[('ubtuk', 'n')]",['ubtuk']
16050,16050,mnyap,['mnyap'],mnyap,id,['mnyap'],['mnyap'],['mnyap'],['mnyap'],"[('mnyap', 'NN')]","[('mnyap', 'n')]",['mnyap']
16056,16056,salurann,['salurann'],salurann,id,['salurann'],['salurann'],['salurann'],['salurann'],"[('salurann', 'NN')]","[('salurann', 'n')]",['salurann']
16072,16072,djangkau,['djangkau'],djangkau,id,['djangkau'],['djangkau'],['djangkau'],['djangkau'],"[('djangkau', 'NN')]","[('djangkau', 'n')]",['djangkau']
16098,16098,pantengin,['pantengin'],pantengin,id,['pantengin'],['pantengin'],['pantengin'],['pantengin'],"[('pantengin', 'NN')]","[('pantengin', 'n')]",['pantengin']
16109,16109,insyaalah,['insyaalah'],insyaalah,id,['insyaalah'],['insyaalah'],['insyaalah'],['insyaalah'],"[('insyaalah', 'NN')]","[('insyaalah', 'n')]",['insyaalah']
16117,16117,lisar,['lisar'],lisar,id,['lisar'],['lisar'],['lisar'],['lisar'],"[('lisar', 'NN')]","[('lisar', 'n')]",['lisar']
